ISIN,Security Name,BSE,NSE,Alias name
INE813G01023,Kaycee Industries Ltd.,504084,,
INE918Z01012,Kaynes Technology India Limited,543664,KAYNES,
INE883D01023,KBS INDIA LIMITED,530357,,
INE185U01035,KCD INDUSTRIES INDIA LIMITED,540696,,
INE469F01026,KCL Infra Projects Limited,531784,,
INE805C01028,KCP Limited,590066,KCP,K.C.P. LTD
INE790B01024,KCP Sugar and Industries Corporation Limited,533192,KCPSUGIND,K C P SUGAR AND INDUSTRIES CORPORATION LTD.
INE291D01011,KDDL Limited,532054,KDDL,
INE389H01022,KEC International Limited,532714,KEC,
INE511J01027,Kedia Construction Co. Ltd.,508993,,
INE145L01012,Keerthi Industries Ltd,518011,,
INE878B01027,KEI Industries Limited,517569,KEI,
INE164B01030,Kellton Tech Solutions Limited,519602,KELLTONTEC,
INE881E01017,Keltech Energies Ltd.,506528,,
INE971L01029,Kemistar Corporation Limited,531163,,
INE060E01018,Kemp & Company Limited,506530,,
INE395E01018,Ken Financial Services Ltd.,530547,,
INE717A01029,Kennametal India Limited,505890,KENNAMET,Kennametal India Limtied
INE0AOG01018,Kenrik Industries Limited,544398,,
INE923Y01023,Kenvi Jewels Limited,540953,,
INE817B01025,Kerala Ayurveda Limited,530163,,
INE202H01019,Kernex Microsystems (India) Limited,532686,KERNEX,
INE133B01027,Kesar Enterprises Ltd.,507180,,
INE0L1C01019,KESAR INDIA LIMITED,543542,,
INE133C01033,Kesar Petroproducts Ltd,524174,,
INE096L01025,Kesar Terminals & Infrastructure Limited,533289,,
INE087A01019,Kesoram Industries Limited,502937,KESORAMIND,
INE401H01017,Kewal Kiran Clothing Limited,532732,KKCL,
INE130F01016,Key Corp Ltd,507948,,
INE681C01015,Keynote Financial Services Limited,512597,KEYFINSERV,
INE263M01029,Keystone Realtors Limited,543669,RUSTOMJEE,
INE138Y01010,Kfin Technologies Limited,543720,KFINTECH,
INE902G01016,KG Petrochem Ltd.,531609,,
INE834I01025,Khadim India Limited,540775,KHADIM,
INE731C01018,Khaitan (India) Limited,590068,KHAITANLTD,
INE745B01028,Khaitan Chemicals & Fertilizers Limited,507794,KHAICHEM,
INE687W01010,Khandelwal Extraction Ltd.,519064,,
INE060B01014,Khandwala Securities Limited,531892,KHANDSE,
INE0OWC01011,Khazanchi Jewellers Limited,543953,,
INE030U01025,Khemani Distributors & Marketing Limited,539788,,
INE731G01027,Khoobsurat Ltd.,535730,,
INE0S9501014,Khyati Global Ventures Limited,544270,,
INE1C3F01018,KIAASA RETAIL LIMITED,544711,,
INE434C01027,KIC Metaliks Ltd.,513693,,
INE845A01028,Kiduja  India  Ltd,507946,,
INE902D01013,KIFS Financial Services Ltd,535566,,
INE338F01015,Kilburn Engineering Limited,522101,KLBRENG-B,
INE729D01010,Kilitch Drugs (India) Limited,524500,KILITCH,Kilitch Drugs (I) Ltd.
INE285U01025,KIMIA BIOSCIENCES LIMITED,530313,,
INE266B01017,Kinetic Engineering Ltd.,500240,,
INE674M01019,Kinetic Trust Ltd.,531274,,
INE473D01015,Kingfa Science & Technology (India) Limited,524019,KINGFA,
INE050N01010,Kings Infra Ventures Limited,530215,,
INE880L01014,KIOCL Limited,540680,KIOCL,
INE293D01017,Kiran Syntex Ltd.,530443,,
INE555P01013,Kiran Vyapar Limited,537750,KIRANVYPAR,
INE415I01015,Kiri Industries Limited,532967,KIRIINDUS,
INE732A01036,Kirloskar Brothers Limited,500241,KIRLOSBROS,
INE134B01017,Kirloskar Electric Company Limited,533193,KECL,
INE884B01025,Kirloskar Ferrous Industries Limited,500245,KIRLFER,
INE250A01039,Kirloskar Industries Limited,500243,KIRLOSIND,
INE146L01010,Kirloskar Oil Engines Limited,533293,KIRLOSENG,
INE811A01020,Kirloskar Pneumatic Company Limited,505283,KIRLPNU,Kirloskar Pneumatic Co.Ltd.
INE102C01020,KISAAN PARIVAR INDUSTRIES LIMITED,519230,,
INE017C01012,Kisan Mouldings Ltd.,530145,,
INE602G01020,Kitex Garments Limited,521248,KITEX,Kitex Garmenets Ltd.
INE0RMR01013,Kizi Apparels Limited,544221,,
INE602C01011,KJMC Corporate Advisors (India) Ltd.,532304,,
INE533C01018,KJMC Financial Services Ltd.,530235,,
INE0OH401016,KK Shah Hospitals Limited,544013,,
INE301C01028,Kkalpana Industries (India) Ltd,526409,,
INE465K01016,Kkalpana Plastick Limited,523652,,
INE879K01018,KMC Speciality Hospitals India Limited,524520,,
INE580H01026,KMF Builders & Developers Ltd.,531578,,
INE873N01015,KMG Milk Food Limited,519415,,
INE870V01014,KMS Medisurgi Limited,540468,,
INE0KNW01016,KN Agri Resources Limited,,KNAGRI,
INE0CJD01029,Knowledge Marine & Engineering Works Limited,543273,KMEW,
INE634I01029,KNR Constructions Limited,532942,KNRCON,
INE881A01015,KOBO BIOTECH LIMITED,531541,,
INE080B01012,Kohinoor Foods Limited,512559,KOHINOOR,
INE760A01029,Kokuyo Camlin Limited,523207,KOKUYOCMLN,
INE094I01018,Kolte - Patil Developers Limited,532924,KOLTEPATIL,
INE971A01014,KONNDOR INDUSTRIES LIMITED,532397,,
INE082A01010,Kopran Limited,524280,KOPRAN,
INE237A01036,Kotak Mahindra Bank Limited,500247,KOTAKBANK,
INF174KA1JD7,Kotak Mahindra Mutual Fund,532985,,
INF174K014P6,Kotak Mahindra Mutual Fund,537708,,
INF373I01023,Kotak Mahindra Mutual Fund - Permitted,590107,,
INF174KA1ZB7,Kotak Mahindra Mutual Fund - Permitted,590136,,
INF174KA1LV5,Kotak Mahindra Mutual Fund - Permitted,590139,,
INF174KA1IA5,Kotak Mahindra Mutual Fund - Permitted,590154,,
INE991B01010,Kothari Fermanatation & Biochem Ltd,507474,,
INE972A01020,Kothari Industrial Corporation Limited,509732,KOTIC,Kothari Industrial Corpn. Ltd.
INE720A01015,Kothari Petrochemicals Limited,,KOTHARIPET,
INE823A01017,Kothari Products Limited,530299,KOTHARIPRO,
INE419A01022,Kothari Sugars And Chemicals Limited,,KOTARISUG,
INE079C01012,Kotia Enterprises Limited,539599,,
INE0J0B01017,Kotyark Industries Limited,544726,KOTYARK,
INE0M8R01011,KOURA FINE DIAMOND JEWELRY LIMITED,544139,,
INE177F01017,Kovai Medical Center & Hospital Limited,523323,KOVAI,
INE735U01011,Kovalam Inv. & Trading Co.Ltd.,505585,,
INE014E01015,KOVILPATTI LAKSHMI ROLLER FLOUR MILLS  LTD,507598,,
INE0QVH01025,KP GREEN ENGINEERING LIMITED,544150,,
INE542W01025,KPI Green Energy Limited,542323,KPIGREEN,
INE04I401011,KPIT Technologies Limited,542651,KPITTECH,
INE731D01024,KPT INDUSTRIES LIMITED,505299,,
INE911T01010,Kranti Industries Limited,542459,,
INE001B01026,KRBL Limited,530813,KRBL,
INE268B01013,Krebs Biochemicals and Industries Limited,524518,KREBSBIO,Krebs Biochemicals & Industries Ltd.
INE302C01018,Kreon Finnancial Services Limited,530139,,
INE128R01023,KRETTO SYSCON LIMITED,531328,,
INE524L01026,Kridhan Infra Limited,533482,KRIDHANINF,
INE506W01012,Krishana Phoschem Limited,,KRISHANA,
INE013J01016,KRISHANVEER FORGE LIMITED,513369,,
INE0GGO01015,Krishival Foods Limited,544416,KRISHIVAL,
IN90GGO01013,KRISHIVAL FOODS LIMITED,890232,,
INE0J5601015,Krishna Defence And Allied Industries Limited,,KRISHNADEF,
INE073A01019,KRISHNA FILAMENT INDUSTRIES LIMITED,500248,,
INE967H01025,Krishna Institute of Medical Sciences Limited,543308,KIMS,
INE537L01010,Krishna Ventures Limited,504392,,
INE479D01038,Kriti Industries (India) Limited,526423,KRITI,
INE798K01010,Kriti Nutrients Limited,533210,KRITINUT,
INE00Z501029,Kritika Wires Limited,,KRITIKA,
INE0Q3J01015,KRN Heat Exchanger and Refrigeration Limited,544263,KRN,
INE0ATZ01017,Kronox Lab Sciences Limited,544187,KRONOX,
INE0O6601022,Kross Limited,544253,KROSS,
INE08LI01020,Krsnaa Diagnostics Limited,543328,KRSNAA,
INE0XZB01017,Krupalu Metals Limited,544509,,
INE951B01014,Krypton Industries Ltd,523550,,
INE0QN801017,Krystal Integrated Services Limited,544149,KRYSTAL,
INE737E01011,KS Smart Technologies Limited,516038,,
INE999A01023,Ksb Limited,500249,KSB,
INE953E01022,KSE Ltd.,519421,,
INE987S01020,KSH International Limited,544664,KSHINTL,
INE013801027,Kshitij Polyline Limited,,KSHITIJPOL,
INE0D6I01023,Ksolves India Limited,543599,KSOLVES,
INE1SPP01016,KSR Footwear Limited,544615,KSR,
INE529I01021,Kuantum Papers Limited,532937,KUANTUM,
INE594R01018,Kuber Udyog Limited,539408,,
INE04CO01018,Kuberan Global Edu Solutions Limited,543289,,
INE795E01019,Kumbhat Financial Services Ltd.,526869,,
INE638D01021,Kunststoffe Industries Ltd.,523594,,
INE175Q01018,Kusam Electrical Industies Ltd.,511048,,
INE979D01011,Kush Industries Limited,514240,,
INE430F01010,Kuwer Industries Ltd.,530421,,
INE163701019,KVS Castings Limited,544554,,
INE552U01010,Kwality Pharmaceuticals Limited,539997,KPL,
INE2KCE01013,Kwality Wall's (India) Limited,544622,KWIL,Kwality Wall’s (India) Limited
INE0TJ801010,L. T. ELEVATOR LIMITED,544518,,
INE0FFF01017,L.K.MEHTA POLYMERS LIMITED,544366,,
INE498L01015,L&T Finance Limited,533519,LTF,
INE010V01017,L&T Technology Services Limited,540115,LTTS,
INE059D01020,La Opala RG Limited,526947,LAOPALA,
INE501N01020,La Tim Metal & Industries Limited,505693,,
INE0NLJ01011,LABELKRAFT TECHNOLOGIES LIMITED,543830,,
INE058I01013,Lactose (India) Ltd.,524202,,
INE213U01019,Ladam Affortable Housing Limited,540026,,
INE519D01015,Ladderup Finance Ltd.,530577,,
INE546I01025,LADDU GOPAL ONLINE SERVICES LIMITED,537707,,
INE919B01011,Laffans Petrochemicals Ltd.,524522,,
INE548Z01017,Lagnam Spintex Limited,,LAGNAM,
INE515C01023,Lahoti Overseas Limited,531842,LAHOTIOV,
INE734D01010,LAKE SHORE REALTY LIMITED,519612,,
INE191O01010,LAKHOTIA POLYESTERS (INDIA) LIMITED,535387,,
INE284C01018,Lakshmi Electrical Control Systems,504258,,
INE718M01022,LAKSHMI ENGINEERING AND WAREHOUSING LIMITED,505302,,
INE850E01012,Lakshmi Finance & Industrial Corporation Limited,,LFIC,
INE938C01019,Lakshmi Mills Company ltd,502958,,
INE651C01018,Lakshmi Precision Screws Limited,506079,LAKPRE,
INE112F01022,Lambodhara Textiles Limited,590075,LAMBODHARA,
INE359U01028,Lancer Container Lines Limited,539841,,
INE572G01025,Lancor Holdings Limited,509048,LANCORHOL,
INE394C01023,Landmarc Leisure Corporation Ltd.,532275,,
INE559R01029,Landmark Cars Limited,543714,LANDMARK,
INE12QA01010,LANDMARK GLOBAL LEARNING LIMITED,544341,,
INE197J01017,Landmark Property Development Company Limited,533012,LPDC,
INE688J01023,Landsmill Green Limited,533090,LANDSMILL,
INE018A01030,Larsen & Toubro Limited,500510,LT,
INE670X01014,Lasa Supergenerics Limited,540702,LASA,
INE404B01022,LAST MILE ENTERPRISES LIMITED,526961,,
INE0I7C01011,Latent View Analytics Limited,543398,LATENTVIEW,
INE262Z01023,Latteys Industries Limited,,LATTEYS,
INE947Q01028,Laurus Labs Limited,540222,LAURUSLABS,
INE801V01019,Laxmi Cotspin Limited,,LAXMICOT,
INE0WO601020,Laxmi Dental Limited,544339,LAXMIDENTL,
INE258Y01016,Laxmi Goldorna House Limited,,LGHL,
INE06WU01026,Laxmi India Finance Limited,544465,LAXMIINDIA,
INE576O01020,Laxmi Organic Industries Limited,543277,LXCHEM,
INE920P01019,LAXMIPATI ENGINEERING WORKS LIMITED,537669,,
INE938A01021,LCC Infotech Limited,532019,LCCINFOTEC,
INE204S01012,LE LAVOIR LIMITED,539814,,
INE0G1L01025,Le Merite Exports Limited,,LEMERITE,
INE0HV901016,Le Travenues Technology Limited,544192,IXIGO,
INE531D01010,Lead Financial Services  Ltd,531288,,
INE715Q01029,LEADING LEASING FINANCE AND INVESTMENT CO. LIMITED,540360,,
INE791B01014,Lee & Nee Softwares (Exports) Ltd.,517415,,
INE0AQ201015,Leela Palaces Hotels & Resorts Limited,544408,THELEELA,
INE976H01018,LEHAR FOOTWEARS LIMITED,532829,,
INE970X01018,Lemon Tree Hotels Limited,541233,LEMONTREE,
INE956O01016,Lenskart Solutions Limited,544600,LENSKART,
INE0RH001011,LEO DRYFRUITS & SPICES TRADING LIMITED,544329,,
INE347D01011,LERTHAI FINANCE LIMITED,502250,,
INE050L01048,Lesha Industries Limited,533602,,
INE860Y01019,Lex Nimble Solutions Limited,541196,,
INE745A01012,LEXORA GLOBAL LIMITED,512345,,
INE185D01015,LEXORAA INDUSTRIES LIMITED,531944,,
INE500X01013,Lexus Granito (India) Limited,,LEXUS,
INE337A01034,LG Balakrishnan & Bros Limited,500250,LGBBROSLTD,L.g.Balkrishnan & Bros. Ltd.
INE324D01010,LG Electronics India Limited,544576,LGEINDIA,
INE201J01017,LGB Forge Limited,533007,,
INE191201016,LGT Business Connextions Limited,544489,,
INE908V01012,Libas Consumer Products Limited,,LIBAS,
INE557B01019,Liberty Shoes Limited,526596,LIBERTSHOE,
INE212B01011,Libord Finance Limited,511593,,
INE267E01019,Libord Securities Ltd.,531027,,
INE115A01026,LIC Housing Finance Limited,500253,LICHSGFIN,
INF767K01OS7,LIC Mutual Fund,539480,,
INF767K01OT5,LIC Mutual Fund,539487,,
INF767K01PC8,LIC Mutual Fund,539784,,
INF767K01RN1,LIC Mutual Fund,544123,,
INE0J1Y01017,Life Insurance Corporation Of India,543526,LICI,
INE920T01011,LIKHAMI CONSULTING LIMITED,539927,,
INE060901027,Likhitha Infrastructure Limited,543240,LIKHITHA,
INE891G01011,Lime Chemicals Ltd.,507759,,
INE802B01027,Linc Limited,531241,LINC,
INE405C01035,Lincoln Pharmaceuticals Limited,531633,LINCOLN,
INE473A01011,Linde India Limited,523457,LINDEINDIA,
INE302F01011,Link Pharma Chem Ltd.,524748,,
INE845B01018,Lippi Systems Ltd.,526604,,
INE341H01023,LKP Securities Limited,540192,,
INE093R01011,LLOYDS ENGINEERING WORKS LIMITED,539992,LLOYDSENGG,
INE080I01025,Lloyds Enterprises Limited,512463,LLOYDSENT,
INE281B01032,Lloyds Metals And Energy Limited,512455,LLOYDSME,
INE269B01029,LMW Limited,500252,LMW,
INE670K01029,Lodha Developers Limited,543287,LODHA,
INE0BSU01018,LOGICA INFOWAY LIMITED,543746,,
INE1BA901016,Logiciel Solutions Limited,544625,,
INE397H01017,Lokesh Machines Limited,532740,LOKESHMACH,
INE180M01033,Longspur International Ventures Limited,504340,,
INE204N01013,Looks Health Services Limited,534422,,
INE846D01012,Lords Chloro Alkali Limited,500284,LORDSCHLO,
INE689J01013,Lords Ishwar Hotels Limited,530065,,
INE740X01023,Lorenzini Apparels Limited,540952,LAL,
INE026D01011,Lotus Chocolate Co. Ltd.,523475,,
INE947I01017,Lotus Eye Hospital and Institute Limited,532998,LOTUSEYE,
INE597L01014,Lovable Lingerie Limited,533343,LOVABLE,
INE876S01017,Loyal Equipments Limited,539227,,
INE970D01010,Loyal Textile Mills Limited,514036,LOYALTEX,Loyal Textiles Mills Ltd
INE818H01020,LT Foods Limited,532783,LTFOODS,
INE214T01019,LTM Limited,540005,LTM,
INE983C01015,Ludlow Jute & Specialities Ltd,526179,,
INE872H01027,Lumax Auto Technologies Limited,532796,LUMAXTECH,
INE162B01018,Lumax Industries Limited,517206,LUMAXIND,
INE326A01037,Lupin Limited,500257,LUPIN,
INE150G01020,Lux Industries Limited,539542,LUXIND,
INE1CJB01013,Luxury Time Limited,544635,,
INE281M01013,LWS Knitwear Ltd,531402,,
INE933A01014,Lyka Labs Limited,500259,LYKALABS,
INE624M01014,Lykis Limited,530689,,
INE100F01019,Lyons Corporate Market Ltd.,531441,,
INE142K01011,Lypsa Gems & Jewellery Limited,534532,LYPSAGEMS,
INE08N601015,M & B Engineering Limited,544470,MBEL,
INE964W01021,M K Proteins Limited,543919,MKPL,
INE808W01012,M LAKHAMSI INDUSTRIES LIMITED,512153,,
INE1PJP01015,M P K STEELS (I) LIMITED,544553,,
INE813V01022,M TEK COPPER LIMITED,,MCL,
INE227F01010,M. K. Exim (India) Ltd.,538890,,
INE159E01026,M.M. Rubber Company Ltd.,509196,,
INE468C01017,M.P. Agro Industries Ltd.,506543,,
INE0YD301010,M.R.MANIVENI FOODS LIMITED,544768,,
INE215I01027,Maan Aluminium Limited,532906,MAANALU,
INE435D01014,Mac Charles India Limited,507836,MCCHRLS-B,
INE004Z01011,Mac Hotels Limited,541973,,
INE0OLH01013,Macfos Limited,543787,,
INE0UYT01018,MACH TRAVEL SOLUTIONS LIMITED,544248,,
INE01BT01015,Machhar Industries Limited,543934,,
INE082B01018,Machino Plastics Ltd,523248,,
INE155Z01011,Macpower CNC Machines Limited,,MACPOWER,
INE002B01016,MADALA HOLDINGS LIMITED,532344,,
INE631R01026,Madhav Infra Projects Limited,539894,MADHAVIPL,
INE925C01016,Madhav Marbles and Granites Limited,515093,MADHAV,Madhav Marbles & Granites Ltd.
INE378D01032,Madhucon Projects Limited,531497,MADHUCON,
INE469C01023,Madhusudan Industries Ltd.,515059,,
INE856D01011,Madhusudan Securities Ltd,511000,,
INE900L01010,Madhya Bharat Agro Products Limited,,MBAPL,
INE414A01015,Madras Fertilizers Limited,590134,MADRASFERT,
INE318N01011,MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS LTD,538401,,
INE270B01035,Mafatlal Industries Limited,500264,MAFATIND,
INE0KQQ01011,MAFIA TRENDS LIMITED,543613,,
INE347W01011,Magadh Sugar & Energy Limited,540650,MAGADSUGAR,
INE613C01026,Magellanic Cloud Limited,538891,MCLOUD,
INE0QZ901011,Magenta Lifecare Limited,544188,,
INE437D01010,Magna Electro Castings Ltd.,517449,,
INE664N01018,Magnanimous Trade & Finance Ltd.,512377,,
INE387I01016,Magnum Ventures Limited,532896,MAGNUM,
INE898E01011,MAGNUS STEEL AND INFRA LIMITED,517320,,
INE843B01013,Maha Rashtra Apex Corporation Limited,523384,MAHAPEXLTD,
INE0US801024,Mahalaxmi Fabric Mills Limited,544233,MFML,
INE112D01035,Mahalaxmi Rubtech Limited,514450,MHLXMIRU,
INE257F01017,Mahalaxmi Seamless Ltd.,513460,,
INE0U9D01019,MAHAMAYA LIFESCIENCES LIMITED,544611,,
INE451L01014,Mahamaya Steel Industries Limited,513554,MAHASTEEL,
INE002S01010,Mahanagar Gas Limited,539957,MGL,
INE153A01019,Mahanagar Telephone Nigam Limited,500108,MTNL,
INE272E01027,Maharashtra Corporation Ltd.,505523,,
INE288A01013,Maharashtra Scooters Limited,500266,MAHSCOOTER,
INE271B01025,Maharashtra Seamless Limited,500265,MAHSEAMLES,
INE007G01014,Mahasagar Travels Ltd.,526795,,
INE263W01010,Maheshwari Logistics Limited,,MAHESHWARI,
INE774D01024,Mahindra & Mahindra Financial Services Limited,532720,M&MFIN,
INE101A01026,Mahindra & Mahindra Limited,500520,M&M,
INE215D01010,Mahindra EPC Irrigation Limited,523754,MAHEPC,
INE998I01010,Mahindra Holidays & Resorts India Limited,533088,MHRIL,
INE813A01018,Mahindra Lifespace Developers Limited,532313,MAHLIFE,
INE766P01016,Mahindra Logistics Limited,540768,MAHLOG,
INE00CX01017,Mahip Industries Limited,542503,,
INE0O1T01010,Maiden Forgings Limited,543874,,
INE683C01011,Maithan Alloys Limited,590078,MAITHANALL,
INE501L01024,Maitri Enterprises Limited,513430,,
INE201B01022,Majestic Auto Limited,500267,MAJESAUT,
INE987A01010,Makers Laboratories Ltd.,506919,,
INE389C01015,Mallcom (India) Limited,539400,MALLCOM,
INE0YON01014,MALPANI PIPES AND FITTINGS LIMITED,544351,,
INE994N01019,MALT LAND DISTILLERIES LIMITED,539560,,
INE383H01017,Malu Paper Mills Limited,532728,MALUPAPER,
INE0TO701015,Mamata Machinery Limited,544318,MAMATA,
INE993A01026,Man Industries (India) Limited,513269,MANINDS,
INE949H01023,Man Infraconstruction Limited,533169,MANINFRA,
INE859Q01017,Manaksia Aluminium Company Limited,539045,MANAKALUCO,
INE830Q01018,Manaksia Coated Metals & Industries Limited,539046,MANAKCOAT,
INE015D01022,Manaksia Limited,532932,MANAKSIA,
INE824Q01011,Manaksia Steels Limited,539044,MANAKSTEEL,
INE201A01024,Manali Petrochemicals Limited,500268,MANALIPETC,
INE522D01027,Manappuram Finance Limited,531213,MANAPPURAM,
INE800W01019,Manas Properties Limited,540402,,
INE939X01013,Manba Finance Limited,544262,MANBA,
INE348N01042,Manbro Industries Limited,512595,,
INE0RU901015,Mangal Compusolution Limited,544287,,
INE545L01039,Mangal Credit and Fincorp Limited,505850,MANCREDIT,
INE0PKD01011,Mangal Electrical Industries Limited,544492,MEIL,
INE347A01017,Mangalam Cement Limited,502157,MANGLMCEM,
INE584F01014,Mangalam Drugs And Organics Limited,532637,MANGALAM,
INE0APB01032,Mangalam Global Enterprise Limited,544273,MGEL,
INE717C01025,Mangalam Industrial Finance Limited,537800,,
INE370D01013,Mangalam Organics Limited,514418,MANORG,
INE829S01016,Mangalam Seeds Limited,539275,,
INE0JYY01011,Mangalam Worldwide Limited,544764,MWL,
INE103A01014,Mangalore Refinery and Petrochemicals Limited,500109,MRPL,Mangalore Refinery & Petrochemicals
INE733N01011,Manglam Global Corporations Limited,503626,,
INE798E01013,Manipal Finance Corporation Ltd.,507938,,
INE634S01028,Mankind Pharma Limited,543904,MANKIND,
INE0A6N01026,Manoj Ceramic Limited,544073,,
INE0MV001018,Manoj Jewellers Limited,544400,,
INE0KNT01012,Manoj Vaibhav Gems N Jewellers Limited,543995,MVGJL,
INE784W01015,Manomay Tex India Limited,540396,MANOMAY,
INE00VM01036,Manorama Industries Limited,541974,MANORAMA,
INE948I01015,Manraj Housing Finance Ltd.,530537,,
INE094E01017,Mansi Finance (Chennai) Ltd,511758,,
INE776V01013,Mansoon Trading Co. Ltd.,512303,,
INE304E01010,Mantra Capital Limited,511577,,
INE867A01022,Manugraph India Limited,505324,MANUGRAPH,
INE848M01019,Mapro Industries Ltd,509762,,
INE882A01013,Maral Overseas Limited,521018,MARALOVER,
INE182D01020,Marathon Nextgen Realty Limited,503101,MARATHON,
INE807H01023,MARBLE CITY INDIA LIMITED,531281,,
INE0TBQ01014,MARC LOIRE FASHIONS LIMITED,544437,,
INE277E01026,Mardia Samyoung Capillary Tubes Co.,513544,,
INE245H01018,MARG TECHNO PROJECTS LIMITED,540254,,
INE680B01019,Margo Finance Limited,500206,,
INE196A01026,Marico Limited,531642,MARICO,
INE01JE01028,Marine Electricals (India) Limited,,MARINE,
INE866D01010,Maris Spinners Ltd.,531503,,
INE944C01017,Market Creators Ltd.,526891,,
INE0FW001016,Markolines Pavement Technologies Limited,543364,MARKOLINES,
INE750C01026,Marksans Pharma Limited,524404,MARKSANS,
INE415B01044,Marsons Limited,517467,MARSONS,
INE199D01016,Martin Burn Ltd,523566,,
INE368C01019,MARUTI GLOBAL INDUSTRIES LIMITED,531319,,
INE392G01028,Maruti Infrastructure Ltd.,531540,,
INE0JSJ01014,Maruti Interior Products Limited,543464,,
INE585B01010,Maruti Suzuki India Limited,532500,MARUTI,
INE348L01012,MAS Financial Services Limited,540749,MASFIN,
INE885F01015,Mask Investments Limited,,MASKINVEST,
INE759A01021,Mastek Limited,523704,MASTEK,
INE677D01037,Master Trust Limited,511768,MASTERTR,
INE866R01028,Matrimony.Com Limited,540704,MATRIMONY,
INE150D01027,MAURIA UDYOG LIMITED,539219,,
INE636A01039,Mawana Sugars Limited,523371,MAWANASUG,
INE03EI01018,Max Estates Limited,544008,MAXESTATES,
INE180A01020,Max Financial Services Limited,500271,MFSL,
INE027H01010,Max Healthcare Institute Limited,543220,MAXHEALTH,
INE393F01010,Max heights Infrastucture Ltd,534338,,
INE0CG601016,Max India Limited,543223,MAXIND,
INE544W01021,Maximus International Limited,540401,,
INE0R5Z01015,Mayank Cattle Food Limited,544106,,
INE262W01012,Mayur Floorings Ltd.,531221,,
INE799E01011,Mayur Leather Products Ltd.,531680,,
INE040D01038,Mayur Uniquoters Ltd,522249,MAYURUNIQ,
INE249Z01020,Mazagon Dock Shipbuilders Limited,543237,MAZDOCK,
INE885E01042,Mazda Limited,523792,MAZDA,
INE912H01013,MBL Infrastructure Limited,533152,MBLINFRA,
INE942G01012,Mcleod Russel India Limited,532654,MCLEODRUSS,
INE456Z01021,Medi Assist Healthcare Services Limited,544088,MEDIASSIST,
INE442D01010,Medi-Caps Ltd.,523144,,
INE200D01020,Media Matrix Worldwide Limited,512267,MMWL,
INE828I01019,Mediaone Global Entertainment Limited,503685,,
INE646B01010,Medicamen Biotech Limited,531146,MEDICAMEQ,
INE858Q01019,Medico Intercontinental Limited,539938,,
INE630Y01024,Medico Remedies Limited,540937,MEDICO,
INE804L01022,Medplus Health Services Limited,543427,MEDPLUS,
INE721V01019,Meenakshi Steel Industries Ltd.,512505,,
INE343X01026,Meera Industries Limited,540519,,
INE0VDM01015,Meesho Limited,544632,MEESHO,
INE186C01023,Mefcom Capital Markets Ltd.,531176,,
INE804B01023,Mega Corporation Ltd,531417,,
INE216Q01010,Mega Nirman & Industries Limited,539767,,
INE317D01014,MEGAMONT LIMITED,523888,,
INE00EM01016,Megastar Foods Limited,541352,MEGASTAR,
INE0CT101020,Meghmani Organics Limited,543331,MOL,
INE898Q01015,Meghna Infracon Infrastructure Limited,538668,,
INE756R01013,Megri Soft Limited,539012,,
INE062Y01020,Mehai Technology  Limited,540730,,
INE240B01012,Mehta Integrated Finance Ltd.,511377,,
INE241B01010,Mehta Securities Ltd.,511738,,
INE1KH601014,MEHUL COLOURS LIMITED,544472,,
INE1K0V01011,MEHUL TELECOM LIMITED,544751,,
INE148B01033,MENA MANI INDUSTRIES LIMITED,531127,,
INE071D01033,Menon Bearings Limited,523828,MENONBE,
INE650G01029,Menon Pistons Limited,531727,MENNPIS,
INE776I01010,MEP Infrastructure Developers Limited,539126,MEP,
INE689O01013,Mercantile Ventures Limited,538942,MERCANTILE,
INE763M01028,Mercury Ev-Tech Limited,531357,MERCURYEV,
INE947G01011,Mercury Laboratories Limited,538964,,
INE319T01016,Mercury Trade Links Ltd.,512415,,
INE1RQS01010,Merritronix Limited,544773,,
INE162901016,META INFOTECH LIMITED,544441,,
INE161E01014,Metal Coatings (India) Ltd.,531810,,
INE0QZR01017,Methodhub Software Limited,544637,,
INE317I01021,Metro Brands Limited,543426,METROBRAND,
INE085D01033,Metroglobal Limited,500159,METROGLOBL,
INE112L01020,Metropolis Healthcare Limited,542650,METROPOLIS,
INE957U01011,Mewar Hi-Tech Engineering Limited,540150,,
INE100C01024,Meyer Apparel Limited,531613,,
INE244C01020,MFL India Ltd,526622,,
INE614F01019,MFS Intercorp Limited,513721,,
INE287C01037,MIC Electronics Limited,532850,MICEL,
INE809F01015,Microse India Limited,523343,,
INE033E01015,Mid East Portfolio Management Ltd.,526251,,
INE401C01018,Mid India Industries Limited,500277,,
INE046M01036,Midland Polymers Ltd.,531597,,
INE519N01014,Midwest Gold Ltd,526570,,
INE0XAD01024,Midwest Limited,544587,MIDWESTLTD,
INE779Q01017,Mihika Industries Ltd.,538895,,
INE424Z01011,Milestone Furniture Limited,541337,,
INE151H01018,Milestone Global Limited,531338,,
INE679T01013,MILGREY FINANCE & INVESTMENT LTD,511018,,
INE588G01021,Milkfood Ltd.,507621,,
INE570N01025,Millennium Online Solutions (India) Ltd,511187,,
INE097E01028,Minal Industries Limited,522235,,
INE952C01028,Minaxi Textiles Ltd.,531456,,
INE842C01021,Minda Corporation Limited,538962,MINDACORP,
INE110B01017,Mindteck (India) Limited,517344,MINDTECK,
